abs,rel,p5no,3no,avg,break
45.26394217604759,0.7614225099746839,0.0,0.003,-2858.262,0.03962999999999986
49.80178440071343,0.8377573374436569,0.0,0.001,-2878.612,0.029569999999999878
58.75328250258329,0.9883379502910755,0.0,0.0,-2829.952,0.021019999999999813
63.669852744515275,1.0710436775014573,0.0,0.0,-2790.526,0.017189999999999796
64.1335453799746,1.0788438379244054,0.0,0.0,-2744.13,0.018099999999999804
64.24161070015512,1.080661694774192,0.0,0.003,-2746.498,0.018539999999999807
81.19370721214597,1.3658270439452933,0.0,0.0,-2517.696,0.01328999999999983
94.281403463668,1.5859860944067334,0.0,0.0,-2295.206,0.009479999999999891
99.28431631877658,1.6701442627011682,0.0,0.0,-2237.446,0.008009999999999934
100.74735974066179,1.6947553359073215,0.0,0.0,-2322.416,0.007989999999999924
109.60829232060082,1.8438124706016987,0.0,0.0,-2272.416,0.008889999999999903
115.14427853791632,1.9369379103696074,0.0,0.0,-2147.488,0.00715999999999994
59.44655113696672,1.0,0.0,0.003,-2800.082,0.01857999999999981
