abs,rel,p5no,3no,best,avg,break
116.46932123667128,0.7492162454024038,0.148,0.494,-4345.0,-4193.336,0.0020800000000000016
127.88174900942991,0.8226293656648425,0.099,0.424,-4345.0,-4179.292,0.001420000000000001
134.35401191303262,0.8642637158989339,0.099,0.377,-4345.0,-4164.45,0.0014000000000000009
157.653401668473,1.014142509107201,0.043,0.229,-4345.0,-4072.048,0.0008000000000000004
173.6626834464459,1.1171259716870914,0.032,0.175,-4345.0,-4054.748,0.0005600000000000002
190.61008749628297,1.2261441259676933,0.026,0.107,-4345.0,-3973.368,0.0008600000000000004
201.29394458836884,1.2948705443236728,0.009,0.078,-4345.0,-3929.07,0.0008400000000000004
245.2408260685317,1.5775691742298728,0.008,0.028,-4345.0,-3730.704,0.0004000000000000001
250.76091356397768,1.613078432665635,0.006,0.029,-4345.0,-3643.108,0.0004000000000000001
267.0014749145058,1.7175496553796814,0.0,0.007,-4283.0,-3536.86,0.00034
272.9870863128762,1.7560535055842528,0.001,0.016,-4345.0,-3613.252,0.00044000000000000007
293.1647947665996,1.8858513511285189,0.001,0.008,-4345.0,-3389.448,0.0004000000000000001
155.45487961772056,1.0,0.068,0.3,-4345.0,-4117.992,0.0010600000000000004
