node,scale,point5no,3no,avgsol,chainbreak
0,2.0,50,79,-204.68,0.39999999999999997
0,1.95,49,78,-204.28,0.7599999999999999
0,1.9,53,83,-205.32,0.6799999999999999
0,1.8499999999999999,58,86,-205.64,0.8800000000000002
0,1.7999999999999998,51,87,-205.4,0.7999999999999999
0,1.7499999999999998,55,86,-205.22,0.68
0,1.6999999999999997,47,81,-204.9,0.6399999999999999
0,1.6499999999999997,44,75,-203.92,1.3600000000000005
0,1.5999999999999996,44,72,-203.34,1.0000000000000002
0,1.5499999999999996,34,68,-202.82,1.3200000000000003
0,1.4999999999999996,47,77,-203.88,1.4800000000000006
0,1.4499999999999995,56,79,-202.98,1.5600000000000003
0,1.3999999999999995,49,82,-204.3,1.7600000000000007
0,1.3499999999999994,43,77,-203.48,1.6400000000000006
0,1.2999999999999994,39,78,-203.46,1.880000000000001
0,1.2499999999999993,40,77,-203.54,1.9600000000000009
0,1.1999999999999993,42,74,-202.58,2.440000000000001
0,1.1499999999999992,40,79,-203.96,1.8800000000000008
0,1.0999999999999992,31,61,-201.76,2.7600000000000016
0,1.0499999999999992,44,68,-202.34,3.160000000000002
0,0.9999999999999991,37,67,-201.64,3.5600000000000023
0,0.9499999999999991,36,64,-201.56,4.080000000000003
0,0.899999999999999,30,53,-199.22,4.640000000000003
0,0.849999999999999,26,46,-197.88,5.640000000000004
0,0.7999999999999989,20,39,-196.58,7.360000000000005
0,0.7499999999999989,24,36,-194.94,7.760000000000006
0,0.6999999999999988,25,44,-196.9,8.160000000000005
0,0.6499999999999988,18,38,-194.9,9.920000000000002
0,0.5999999999999988,13,35,-194.54,10.280000000000005
0,0.5499999999999987,23,41,-195.98,10.399999999999997
0,0.4999999999999987,15,22,-190.3,12.199999999999994
0,0.44999999999999873,12,21,-189.72,13.959999999999994
0,0.39999999999999875,15,18,-190.24,16.83999999999999
0,0.34999999999999876,10,13,-188.26,15.999999999999991
0,0.29999999999999877,10,16,-186.34,18.199999999999992
0,0.24999999999999878,7,18,-186.88,20.399999999999988
0,0.1999999999999988,9,11,-185.7,20.239999999999988
0,0.1499999999999988,10,12,-184.76,21.999999999999982
0,0.0999999999999988,5,7,-181.22,24.839999999999996
